topic,n,mean_procedural_score,mean_cluster_score,mean_abs_disagreement,cluster_high_share,procedural_high_share,mean_word_count
enriched uranium plant study,1,0.0,0.5,0.5,0.0,0.0,53.0
enriching life for seniors,1,0.0,0.75,0.75,1.0,0.0,246.0
enrolment of Indian pupils in schools,1,0.0,0.25,0.25,0.0,0.0,83.0
enshrining property rights in the Charter,1,0.0,0.0,0.0,0.0,0.0,1176.0
ensign design,1,0.5,0.5,0.0,0.0,0.0,53.0
enterprise development program and trade surplus,1,0.0,0.25,0.25,0.0,0.0,65.0
entertainer entry and criminal suspicion,1,0.0,0.5,0.5,0.0,0.0,85.0
entertainment expenses of Canadian foreign service,1,0.0,0.0,0.0,0.0,0.0,68.0
enticing Canadian equity capital back to Canada,1,0.25,0.25,0.0,0.0,0.0,114.0
entrenching aboriginal rights,1,0.0,0.5,0.5,0.0,0.0,69.0
entrenching equal rights for women,1,0.0,0.75,0.75,1.0,0.0,136.0
entrenching property rights and women's interests,1,0.25,0.0,0.25,0.0,0.0,1509.0
entrenching property rights in the Charter,1,0.25,1.0,0.75,1.0,0.0,845.0
entrenching the right to property in the constitution,1,0.0,0.0,0.0,0.0,0.0,1486.0
entrenchment of minority language and education rights,1,0.1,0.0,0.1,0.0,0.0,1021.0
entrenchment of rights in the constitution,1,0.0,0.0,0.0,0.0,0.0,171.0
entrepreneur program details,1,0.0,0.5,0.5,0.0,0.0,99.0
entrepreneurial immigration and job creation,1,0.25,0.0,0.25,0.0,0.0,301.0
entrepreneurship and free trade,1,0.25,0.75,0.5,1.0,0.0,230.0
entry of Cohn-Bendit into Canada,1,0.5,1.0,0.5,1.0,0.0,53.0
entry of George Lincoln Rockwell into Canada,1,0.25,0.25,0.0,0.0,0.0,66.0
entry of Latin Americans into Canada,1,0.0,0.5,0.5,0.0,0.0,68.0
entry of foreign students,1,0.0,0.75,0.75,1.0,0.0,56.0
entry of individual into Canada,1,0.25,0.5,0.25,0.0,0.0,68.0
entry of individuals involved in violence,1,0.25,0.5,0.25,0.0,0.0,58.0
entry of known terrorists into Canada,1,0.0,0.5,0.5,0.0,0.0,76.0
entry requirements for television performers,1,0.0,0.5,0.5,0.0,0.0,88.0
environment and Green Plan consultations,1,0.25,0.75,0.5,1.0,0.0,198.0
environment and the constitution,1,0.25,0.75,0.5,1.0,0.0,222.0
environmental accident investigation,1,0.25,0.5,0.25,0.0,0.0,102.0
environmental action program,1,0.0,0.5,0.5,0.0,0.0,126.0
environmental advisory boards and local consultation,1,0.1,0.0,0.1,0.0,0.0,477.0
environmental agreement compliance,1,0.25,0.5,0.25,0.0,0.0,140.0
environmental analysis mobilization,1,0.25,0.5,0.25,0.0,0.0,89.0
environmental and health guidelines,1,0.1,0.5,0.4,0.0,0.0,115.0
environmental aspects of Indian affairs,1,0.25,0.25,0.0,0.0,0.0,63.0
environmental assessment act reform,1,0.25,0.0,0.25,0.0,0.0,1531.0
environmental assessment and acid rain,1,0.25,0.0,0.25,0.0,0.0,186.0
environmental assessment and federal jurisdiction,1,0.25,0.0,0.25,0.0,0.0,526.0
environmental assessment bill,1,0.1,0.0,0.1,0.0,0.0,1061.0
environmental assessment bill improvements,1,0.25,0.0,0.25,0.0,0.0,1668.0
environmental assessment legislation,1,0.25,0.75,0.5,1.0,0.0,53.0
environmental assessment legislation pre-review,1,0.25,0.75,0.5,1.0,0.0,147.0
environmental assessment of Alcan's Kemano II,1,0.25,0.5,0.25,0.0,0.0,115.0
environmental assessment of P.E.I. bridge,1,0.25,0.5,0.25,0.0,0.0,126.0
environmental assessment of Williston Lake dam,1,0.25,1.0,0.75,1.0,0.0,369.0
environmental assessment of a project,1,0.25,0.5,0.25,0.0,0.0,57.0
environmental assessment of budget and trade agreement,1,0.1,0.0,0.1,0.0,0.0,300.0
environmental assessment of coal-fired power station,1,0.0,0.5,0.5,0.0,0.0,115.0
environmental assessment of export development,1,0.25,0.0,0.25,0.0,0.0,1341.0
environmental assessment of fisheries and oceans proposal,1,0.0,0.5,0.5,0.0,0.0,100.0
environmental assessment of fixed link project,1,0.25,0.5,0.25,0.0,0.0,221.0
environmental assessment of government work,1,0.25,0.5,0.25,0.0,0.0,107.0
environmental assessment of military activities,1,0.5,0.5,0.0,0.0,0.0,345.0
environmental assessment of mining permits,1,0.25,0.25,0.0,0.0,0.0,290.0
environmental assessment of toxic waste disposal,1,0.0,0.0,0.0,0.0,0.0,178.0
environmental assessment panel recommendations,1,0.25,0.5,0.25,0.0,0.0,103.0
environmental assessment review procedure,1,0.25,0.5,0.25,0.0,0.0,74.0
environmental assessment review process,1,0.0,0.0,0.0,0.0,0.0,299.0
environmental bill of rights,1,0.0,0.5,0.5,0.0,0.0,88.0
environmental bill of rights vs co-operation,1,0.25,0.0,0.25,0.0,0.0,1523.0
environmental citizenship messages program,1,0.0,0.0,0.0,0.0,0.0,113.0
environmental costing and resource management,1,0.0,0.5,0.5,0.0,0.0,250.0
environmental council within department of environment,1,0.5,1.0,0.5,1.0,0.0,353.0
environmental decision-making authority,1,0.25,0.5,0.25,0.0,0.0,88.0
environmental evaluation of government policy,1,0.25,0.5,0.25,0.0,0.0,146.0
environmental green plan implementation,1,0.25,0.75,0.5,1.0,0.0,96.0
environmental group petition,1,0.25,0.5,0.25,0.0,0.0,111.0
environmental hazards at Cape Breton facility,1,0.0,0.5,0.5,0.0,0.0,85.0
environmental health and medical care costs,1,0.25,0.0,0.25,0.0,0.0,1000.0
environmental impact assessment guidelines,1,0.0,0.5,0.5,0.0,0.0,89.0
environmental impact assessment procedures,1,0.25,0.75,0.5,1.0,0.0,1032.0
environmental impact definition in bill,1,0.25,1.0,0.75,1.0,0.0,160.0
environmental impact of James Bay hydro project,1,0.25,0.0,0.25,0.0,0.0,754.0
environmental impact of a project,1,0.25,0.5,0.25,0.0,0.0,68.0
environmental impact of hydroelectric dams,1,0.25,0.25,0.0,0.0,0.0,587.0
environmental impact of industrial development,1,0.1,0.0,0.1,0.0,0.0,200.0
environmental impact of infrastructure project,1,0.25,0.0,0.25,0.0,0.0,568.0
environmental impact of major projects,1,0.25,0.5,0.25,0.0,0.0,163.0
environmental impact of oil spills,1,0.0,0.5,0.5,0.0,0.0,330.0
environmental impact of transport decisions,1,0.25,0.0,0.25,0.0,0.0,139.0
environmental impact review board,1,0.0,0.5,0.5,0.0,0.0,149.0
environmental impact statement for low-level flights,1,0.0,0.5,0.5,0.0,0.0,110.0
environmental impact study for Vancouver airport expansion,1,0.0,0.5,0.5,0.0,0.0,74.0
environmental impact study for Vancouver airport runway,1,0.25,0.5,0.25,0.0,0.0,628.0
environmental impact study hearings,1,0.25,0.5,0.25,0.0,0.0,72.0
environmental industry stimulation funding,1,0.0,0.5,0.5,0.0,0.0,66.0
environmental issues,1,0.25,0.75,0.5,1.0,0.0,70.0
environmental jurisdiction,1,0.0,0.5,0.5,0.0,0.0,52.0
environmental monitoring and government action,1,0.0,0.5,0.5,0.0,0.0,104.0
environmental negotiations and Canadian election,1,0.25,0.25,0.0,0.0,0.0,165.0
environmental plans for Canada,1,0.25,0.5,0.25,0.0,0.0,69.0
environmental policy and government responsibility,1,0.25,0.0,0.25,0.0,0.0,762.0
environmental policy and spending,1,0.0,0.5,0.5,0.0,0.0,92.0
environmental policy consultation,1,0.25,0.5,0.25,0.0,0.0,91.0
environmental policy framework,1,0.25,0.5,0.25,0.0,0.0,102.0
environmental pollution and government regulation,1,0.25,0.75,0.5,1.0,0.0,198.0
environmental pollution and state corporations,1,0.25,0.0,0.25,0.0,0.0,164.0
environmental pollution and transportation infrastructure,1,0.1,0.0,0.1,0.0,0.0,1692.0
environmental pollution and unemployment,1,0.25,0.0,0.25,0.0,0.0,454.0
environmental pollution and waste disposal research,1,0.0,0.0,0.0,0.0,0.0,1322.0
environmental pollution chemical testing approach,1,0.25,0.5,0.25,0.0,0.0,380.0
environmental pollution committee terms of reference,1,0.25,0.75,0.5,1.0,0.0,104.0
environmental pollution complaints and investigations,1,0.1,0.0,0.1,0.0,0.0,609.0
environmental pollution control and enforcement powers,1,0.25,0.0,0.25,0.0,0.0,2081.0
environmental pollution council,1,0.25,0.75,0.5,1.0,0.0,59.0
environmental prosecutions and political impact,1,0.25,0.5,0.25,0.0,0.0,130.0
environmental protection act amendments,1,0.25,0.75,0.5,1.0,0.0,148.0
environmental protection act and spending,1,0.0,0.0,0.0,0.0,0.0,153.0
environmental protection act interim order,1,0.25,0.5,0.25,0.0,0.0,151.0
environmental protection and chemical storage,1,0.0,0.5,0.5,0.0,0.0,96.0
environmental protection and deficit reduction,1,0.25,0.0,0.25,0.0,0.0,413.0
environmental protection and international agreements,1,0.1,0.5,0.4,0.0,0.0,155.0
environmental protection and international law,1,0.25,0.75,0.5,1.0,0.0,294.0
environmental protection and social programs,1,0.1,0.0,0.1,0.0,0.0,541.0
environmental protection and trade,1,0.25,0.5,0.25,0.0,0.0,98.0
environmental protection cooperation,1,0.25,0.5,0.25,0.0,0.0,72.0
environmental protection job cuts,1,0.25,0.75,0.5,1.0,0.0,130.0
environmental protection legislation,1,0.25,0.0,0.25,0.0,0.0,213.0
environmental protection program,1,0.25,0.75,0.5,1.0,0.0,216.0
environmental protection strategy consultations,1,0.0,0.5,0.5,0.0,0.0,103.0
environmental regulation and competitiveness,1,0.1,0.0,0.1,0.0,0.0,200.0
environmental regulatory agency standards,1,0.25,0.5,0.25,0.0,0.0,140.0
environmental reporting and spill fines,1,0.25,0.5,0.25,0.0,0.0,464.0
environmental research and wildlife impact assessment,1,0.0,0.5,0.5,0.0,0.0,133.0
environmental restoration responsibility,1,0.25,0.5,0.25,0.0,0.0,144.0
environmental review of Arctic oil and gas development,1,0.25,0.0,0.25,0.0,0.0,1602.0
environmental review of Point Aconi power station,1,0.0,0.75,0.75,1.0,0.0,118.0
environmental review of large projects,1,0.25,0.75,0.5,1.0,0.0,136.0
environmental risk index for west coast oil ports,1,0.0,0.5,0.5,0.0,0.0,105.0
environmental services cuts,1,0.0,0.5,0.5,0.0,0.0,75.0
environmental standards and energy shortage,1,0.25,0.5,0.25,0.0,0.0,101.0
environmental standards consultation,1,0.25,0.75,0.5,1.0,0.0,68.0
environmental studies and citizen consultations,1,0.0,0.5,0.5,0.0,0.0,81.0
environmental studies on oil transportation,1,0.0,0.5,0.5,0.0,0.0,129.0
environmental working group proposals,1,0.0,0.0,0.0,0.0,0.0,85.0
environmentalists' judgment on government,1,0.25,0.5,0.25,0.0,0.0,91.0
environmentally friendly packaging and consumer awareness,1,0.1,0.5,0.4,0.0,0.0,265.0
environmentally safe lumber spray,1,0.0,0.5,0.5,0.0,0.0,173.0
equal access to medical services,1,0.0,0.0,0.0,0.0,0.0,77.0
equal access to medical services for women,1,0.25,0.0,0.25,0.0,0.0,108.0
equal opportunity for women in Public Service,1,0.0,0.0,0.0,0.0,0.0,51.0
equal pay act complaints,1,0.0,0.5,0.5,0.0,0.0,169.0
equal pay for women,1,0.0,0.5,0.5,0.0,0.0,63.0
equal pay for women legislation,1,0.0,0.0,0.0,0.0,0.0,588.0
equal pay for women technicians,1,0.5,0.0,0.5,0.0,0.0,151.0
equal pay for work of equal value motion,1,0.5,1.0,0.5,1.0,0.0,199.0
equal postal service and government responsibility,1,0.0,0.0,0.0,0.0,0.0,92.0
equal remuneration for work of equal value,1,0.0,0.5,0.5,0.0,0.0,60.0
equal rights for women,1,0.25,1.0,0.75,1.0,0.0,122.0
equal status for Newfoundland,1,0.0,0.5,0.5,0.0,0.0,137.0
equal time to respond in debate,1,0.75,1.0,0.25,1.0,1.0,56.0
equal treatment for all parties,1,0.75,0.75,0.0,1.0,1.0,78.0
equal treatment of individuals,1,0.25,0.5,0.25,0.0,0.0,109.0
equal treatment of political parties by CBC,1,0.25,0.75,0.5,1.0,0.0,108.0
equality and Canadian Bill of Rights,1,0.0,0.75,0.75,1.0,0.0,64.0
equality and human rights legislation,1,0.25,1.0,0.75,1.0,0.0,101.0
equality for women,1,0.0,0.0,0.0,0.0,0.0,120.0
equality for women and funding for women's groups,1,0.25,0.0,0.25,0.0,0.0,950.0
equality in employment for women,1,0.0,0.0,0.0,0.0,0.0,1734.0
equality in survivor pension plans,1,0.0,0.0,0.0,0.0,0.0,208.0
equality of commodity treatment,1,0.25,0.5,0.25,0.0,0.0,81.0
equality of crown corporations,1,0.25,0.0,0.25,0.0,0.0,229.0
equality of men and women in Charter,1,0.25,0.5,0.25,0.0,0.0,144.0
equality of opinions among women's groups,1,0.25,0.5,0.25,0.0,0.0,170.0
equality of opportunity and health expenditures,1,0.25,0.5,0.25,0.0,0.0,62.0
equality of opportunity in education and health care,1,0.0,0.0,0.0,0.0,0.0,109.0
equality of sexes and aboriginal peoples' rights,1,0.0,0.0,0.0,0.0,0.0,126.0
equality of treatment and human rights,1,0.0,0.0,0.0,0.0,0.0,162.0
equality of treatment for all Canadians,1,0.1,0.0,0.1,0.0,0.0,167.0
equality of women in the constitution,1,0.0,0.5,0.5,0.0,0.0,207.0
equality panel approval for court challenges program,1,0.0,0.5,0.5,0.0,0.0,109.0
equality rights committee report recommendations,1,0.25,0.75,0.5,1.0,0.0,236.0
equality rights for disabled people,1,0.0,0.5,0.5,0.0,0.0,159.0
equality rights in the Charter,1,0.0,0.0,0.0,0.0,0.0,184.0
equalization formula and Atlantic adjustment grant,1,0.0,0.5,0.5,0.0,0.0,92.0
equalization formula review,1,0.0,0.0,0.0,0.0,0.0,89.0
equalization grants and census data,1,0.0,0.75,0.75,1.0,0.0,105.0
equalization grants formula,1,0.25,0.75,0.5,1.0,0.0,64.0
equalization of agricultural quotas,1,0.25,0.75,0.5,1.0,0.0,52.0
equalization of provincial revenues and oil and gas revenue,1,0.0,0.0,0.0,0.0,0.0,1571.0
equalization payment for farmers,1,0.0,0.0,0.0,0.0,0.0,107.0
equalization payment for potato crop,1,0.25,0.0,0.25,0.0,0.0,94.0
equalization payments and oil export tax,1,0.25,0.0,0.25,0.0,0.0,789.0
equalization payments and post-secondary education funding,1,0.25,0.25,0.0,0.0,0.0,437.0
equalization payments and provincial deficits,1,0.25,0.0,0.25,0.0,0.0,60.0
equalization payments and provincial fairness,1,0.25,0.0,0.25,0.0,0.0,489.0
equalization payments and provincial funding,1,0.25,0.0,0.25,0.0,0.0,389.0
equalization payments and provincial revenues,1,0.25,0.0,0.25,0.0,0.0,83.0
equalization payments and tax harmonization,1,0.25,0.0,0.25,0.0,0.0,1615.0
equalization payments charge,1,0.25,0.5,0.25,0.0,0.0,83.0
equalization payments for Ontario,1,0.0,0.0,0.0,0.0,0.0,160.0
equalization payments formula for Manitoba,1,0.25,0.0,0.25,0.0,0.0,850.0
equalization payments system,1,0.0,0.0,0.0,0.0,0.0,112.0
equalization payments to Manitoba,1,0.25,0.0,0.25,0.0,0.0,876.0
equalization payments to Newfoundland,1,0.25,0.5,0.25,0.0,0.0,79.0
equalization payments to provinces and municipalities,1,0.25,0.0,0.25,0.0,0.0,639.0
equalization payments under Bill C-39,1,0.25,0.0,0.25,0.0,0.0,287.0
equalization payments under tax sharing arrangements,1,0.0,0.0,0.0,0.0,0.0,58.0
equalization program and constitution,1,0.0,0.5,0.5,0.0,0.0,50.0
equalization program funding,1,0.25,0.75,0.5,1.0,0.0,114.0
equalization schemes and provincial revenues,1,0.25,0.0,0.25,0.0,0.0,132.0
equalizing international carriers' oil purchase price,1,0.25,0.5,0.25,0.0,0.0,103.0
equalizing western grain delivery quotas,1,0.0,0.0,0.0,0.0,0.0,284.0
equipment leasing business and foreign competition,1,0.25,0.0,0.25,0.0,0.0,496.0
equitable distribution of tax benefits,1,0.25,0.0,0.25,0.0,0.0,65.0
equitable enforcement of Income Tax Act,1,0.25,0.0,0.25,0.0,0.0,106.0
equitable treatment of taxpayers,1,0.0,0.0,0.0,0.0,0.0,67.0
equity in Atlantic Canada Agency resource allocation,1,0.0,0.0,0.0,0.0,0.0,1379.0
equity in treating economic groups,1,0.25,0.0,0.25,0.0,0.0,98.0
equity investment for Canadian businesses,1,0.0,0.25,0.25,0.0,0.0,50.0
equity participation in Crown operations,1,0.0,0.5,0.5,0.0,0.0,143.0
eradication of Wood Buffalo herd,1,0.0,0.5,0.5,0.0,0.0,154.0
erased wiretap evidence Air-India threat,1,0.0,0.5,0.5,0.0,0.0,67.0
erasing criminal records of minors and adults,1,0.0,0.5,0.5,0.0,0.0,66.0
erecting a statue of Queen Elizabeth II,1,0.0,0.0,0.0,0.0,0.0,1168.0
erosion of medicare by Liberals,1,0.75,0.0,0.75,0.0,1.0,228.0
erosion of responsible government,1,0.75,0.75,0.0,1.0,1.0,219.0
erosion of social safety net programs,1,0.25,0.0,0.25,0.0,0.0,1152.0
erosion of the medical care plan,1,0.0,0.0,0.0,0.0,0.0,179.0
erroneous interpretation of reply,1,0.5,0.5,0.0,0.0,0.0,59.0
escalating hospital and medical care costs,1,0.0,0.5,0.5,0.0,0.0,619.0
escalating pensions and inflation,1,0.1,0.0,0.1,0.0,0.0,1047.0
escalation of annuities for retired members of the forces,1,0.0,0.0,0.0,0.0,0.0,534.0
escalation of health services costs,1,0.0,0.0,0.0,0.0,0.0,89.0
escalation of hostilities in South Viet Nam,1,0.0,0.5,0.5,0.0,0.0,83.0
escalation of pensions,1,0.0,0.5,0.5,0.0,0.0,70.0
escalation of the war in Viet Nam,1,0.0,0.5,0.5,0.0,0.0,53.0
escape from penitentiaries,1,0.25,0.5,0.25,0.0,0.0,51.0
escaped inmates and parole failures,1,0.0,0.5,0.5,0.0,0.0,55.0
escapes at Landry Crossing Correctional Camp,1,0.0,0.5,0.5,0.0,0.0,125.0
espionage allegations against USSR embassy staff,1,0.25,0.0,0.25,0.0,0.0,114.0
espionage and government response,1,0.0,0.75,0.75,1.0,0.0,133.0
espionage case of Mr. Spencer,1,0.25,0.0,0.25,0.0,0.0,976.0
established programs financing payments,1,0.25,0.0,0.25,0.0,0.0,223.0
establishing a national heritage day,1,0.0,0.25,0.25,0.0,0.0,1198.0
establishing national park reserve in British Columbia,1,0.0,0.0,0.0,0.0,0.0,429.0
establishing the Mint in Edmonton,1,0.25,0.75,0.5,1.0,0.0,91.0
establishment of Canadian Centre for Management Development,1,0.5,0.0,0.5,0.0,0.0,314.0
establishment of Canadian Polar Commission,1,0.0,0.0,0.0,0.0,0.0,1177.0
establishment of Canadian embassies in Middle East,1,0.0,0.5,0.5,0.0,0.0,249.0
establishment of Canadian fishing zones,1,0.0,0.0,0.0,0.0,0.0,769.0
establishment of Department of Regional Economic Expansion,1,0.0,0.0,0.0,0.0,0.0,1252.0
establishment of Gaspe national park,1,0.0,0.0,0.0,0.0,0.0,532.0
establishment of Nunavut territory,1,0.0,0.5,0.5,0.0,0.0,84.0
establishment of Petro-Canada,1,0.0,0.0,0.0,0.0,0.0,1816.0
establishment of a commission,1,0.25,0.5,0.25,0.0,0.0,98.0
establishment of a merchant marine,1,0.5,0.0,0.5,0.0,0.0,117.0
establishment of a national location of industry council,1,0.25,0.0,0.25,0.0,0.0,382.0
establishment of a postal corporation,1,0.0,0.0,0.0,0.0,0.0,133.0
establishment of a separate fisheries department,1,0.0,0.0,0.0,0.0,0.0,514.0
establishment of department of corporate and consumer affairs,1,0.25,0.0,0.25,0.0,0.0,965.0
establishment of department of forestry and rural development,1,0.0,0.5,0.5,0.0,0.0,128.0
establishment of department of industry,1,0.0,0.5,0.5,0.0,0.0,152.0
establishment of department of industry and provincial jurisdiction,1,0.25,0.0,0.25,0.0,0.0,1908.0
establishment of designated areas,1,0.25,0.5,0.25,0.0,0.0,70.0
establishment of diplomatic relations,1,0.0,0.5,0.5,0.0,0.0,54.0
establishment of economic council of Canada,1,0.25,0.5,0.25,0.0,0.0,70.0
establishment of electoral boundaries commissions,1,0.25,0.75,0.5,1.0,0.0,56.0
establishment of exclusive Canadian fishing zones,1,0.0,0.5,0.5,0.0,0.0,397.0
establishment of fisheries committee,1,0.5,0.75,0.25,1.0,0.0,1732.0
establishment of integrated energy corporation,1,0.25,0.0,0.25,0.0,0.0,456.0
establishment of manpower and solicitor general departments,1,0.1,0.5,0.4,0.0,0.0,1287.0
establishment of new chartered banks,1,0.25,0.0,0.25,0.0,0.0,397.0
establishment of new departments,1,0.25,0.5,0.25,0.0,0.0,120.0
establishment of office in Northwest Territories,1,0.25,0.5,0.25,0.0,0.0,109.0
establishment of social development secretariat,1,0.1,0.0,0.1,0.0,0.0,899.0
establishment of the Canadian Space Agency,1,0.0,0.0,0.0,0.0,0.0,1772.0
establishment of veterans affairs district office,1,0.0,0.5,0.5,0.0,0.0,52.0
establishment of west coast marine park,1,0.0,0.25,0.25,0.0,0.0,72.0
estate and gift tax section offices,1,0.0,0.5,0.5,0.0,0.0,51.0
estate and gift taxes,1,0.25,0.0,0.25,0.0,0.0,168.0
"estate and gift taxes, farmers, cooperatives, credit unions",1,0.0,0.0,0.0,0.0,0.0,370.0
estate tax act exemptions,1,0.0,0.0,0.0,0.0,0.0,135.0
estate tax and capital development,1,0.25,0.0,0.25,0.0,0.0,1194.0
estate tax change provisions,1,0.0,0.0,0.0,0.0,0.0,64.0
estate tax changes and economic impact,1,0.25,0.0,0.25,0.0,0.0,1885.0
estate tax federal responsibility,1,0.25,0.0,0.25,0.0,0.0,75.0
estate tax legislation and family farms,1,0.25,0.0,0.25,0.0,0.0,1610.0
estate tax legislation and planning,1,0.25,0.0,0.25,0.0,0.0,386.0
estate tax on farms and small businesses,1,0.25,0.0,0.25,0.0,0.0,1633.0
estate tax on heirs of small businesses and farms,1,0.25,0.0,0.25,0.0,0.0,652.0
estate tax on ranches and small businesses,1,0.25,0.0,0.25,0.0,0.0,257.0
estate tax on small and middle-size estates,1,0.0,0.0,0.0,0.0,0.0,1571.0
estate tax proposal,1,0.0,0.0,0.0,0.0,0.0,147.0
estate tax proposals impact on small farms,1,0.25,0.0,0.25,0.0,0.0,1103.0
estate tax rates and regulations,1,0.25,0.0,0.25,0.0,0.0,107.0
estate tax reform and equity,1,0.25,0.0,0.25,0.0,0.0,1033.0
estate tax reform and its economic impact,1,0.1,0.0,0.1,0.0,0.0,598.0
estate tax reform and progressive rates,1,0.25,0.0,0.25,0.0,0.0,805.0
estate tax repeal and provincial jurisdiction,1,0.25,0.0,0.25,0.0,0.0,595.0
estate taxes on family farms,1,0.0,0.5,0.5,0.0,0.0,62.0
estimates administration,1,0.5,0.5,0.0,0.0,0.0,78.0
estimates and departmental spending,1,0.25,0.75,0.5,1.0,0.0,124.0
estimates and other matters,1,0.25,0.5,0.25,0.0,0.0,54.0
estimates and public accounts committee,1,0.25,0.75,0.5,1.0,0.0,95.0
estimates committee concerns,1,0.25,0.5,0.25,0.0,0.0,51.0
estimates committee procedure,1,0.5,0.75,0.25,1.0,0.0,96.0
estimates committee work,1,0.25,0.75,0.5,1.0,0.0,152.0
estimates debate on Senate abolition,1,0.75,1.0,0.25,1.0,1.0,132.0
estimates for Secretary of State department,1,0.25,0.75,0.5,1.0,0.0,358.0
estimates for current year,1,0.5,0.75,0.25,1.0,0.0,179.0
estimates for department of the environment,1,0.25,0.75,0.5,1.0,0.0,141.0
estimates for fisheries and veterans affairs,1,0.25,0.5,0.25,0.0,0.0,123.0
estimates for future fiscal year,1,0.5,0.5,0.0,0.0,0.0,116.0
estimates of Department of Indian Affairs and Northern Development,1,0.5,0.25,0.25,0.0,0.0,83.0
estimates of department of supply and services,1,0.25,0.5,0.25,0.0,0.0,294.0
estimates of the Department of Justice,1,0.25,0.5,0.25,0.0,0.0,241.0
estimates of the Minister of Public Works,1,0.25,0.75,0.5,1.0,0.0,68.0
estimates of translation services,1,0.25,0.0,0.25,0.0,0.0,83.0
estreatment of bail bond for Mr. Banks,1,0.25,0.0,0.25,0.0,0.0,76.0
ethanol additive for gasoline,1,0.0,0.0,0.0,0.0,0.0,104.0
ethanol fuel development and promotion,1,0.0,0.0,0.0,0.0,0.0,139.0
ethical conduct and conflict of interest in government,1,0.1,0.0,0.1,0.0,0.0,874.0
ethics for members of parliament,1,0.0,0.75,0.75,1.0,0.0,154.0
ethics in government and public interest,1,0.1,0.5,0.4,0.0,0.0,192.0
ethics in public service and appointments,1,0.0,0.0,0.0,0.0,0.0,74.0
ethnic communities' political participation,1,0.0,0.0,0.0,0.0,0.0,195.0
ethnic groups and bilingualism policy,1,0.25,0.5,0.25,0.0,0.0,156.0
ethnocultural community funding,1,0.25,0.75,0.5,1.0,0.0,56.0
evacuation of children from Viet Nam,1,0.0,0.5,0.5,0.0,0.0,77.0
evacuation of missionaries from Kwilu,1,0.0,0.25,0.25,0.0,0.0,170.0
evaluation of Crown corporations,1,0.25,0.5,0.25,0.0,0.0,140.0
evaluation of emergency participation,1,0.25,0.5,0.25,0.0,0.0,58.0
evaluation of industrial assistance programs,1,0.25,0.0,0.25,0.0,0.0,882.0
evaluation of multiculturalism directorate programs,1,0.0,0.5,0.5,0.0,0.0,81.0
evaluation of public meetings and MOA expiry,1,0.25,0.5,0.25,0.0,0.0,54.0
evaluation of social program expenditures,1,0.0,0.0,0.0,0.0,0.0,98.0
evaluation process for proponents' qualifications,1,0.25,0.75,0.5,1.0,0.0,127.0
evasion of question on statistics,1,0.75,0.0,0.75,0.0,1.0,83.0
eviction and compassionate consideration for stroke victim,1,0.25,0.5,0.25,0.0,0.0,52.0
evictions of elderly citizens during Expo 86,1,0.25,0.75,0.5,1.0,0.0,162.0
evidence act for victims with disabilities,1,0.25,0.5,0.25,0.0,0.0,66.0
evidence gathering from photostated letter,1,0.0,0.5,0.5,0.0,0.0,69.0
evidence required to disallow a pension,1,0.25,0.5,0.25,0.0,0.0,143.0
ex gratia payment for Fred Turner,1,0.0,0.75,0.75,1.0,0.0,118.0
ex parte injunctions in labour disputes,1,0.25,0.75,0.5,1.0,0.0,1580.0
examination of Canadian Pacific Railway management,1,0.25,0.0,0.25,0.0,0.0,201.0
examination of advisory committee files,1,0.0,0.75,0.75,1.0,0.0,52.0
examination of applicant spokesmen,1,0.25,0.75,0.5,1.0,0.0,133.0
examination of estimates,1,0.25,0.5,0.25,0.0,0.0,321.0
examination of estimates before committees,1,0.25,0.75,0.5,1.0,0.0,109.0
examination of estimates by standing committees,1,0.25,0.75,0.5,1.0,0.0,176.0
examination of estimates in the House,1,0.5,0.75,0.25,1.0,0.0,145.0
examination of government estimates,1,0.25,0.75,0.5,1.0,0.0,182.0
examination of income tax files,1,0.0,0.0,0.0,0.0,0.0,56.0
examination of matter,1,0.25,0.75,0.5,1.0,0.0,72.0
examination of medical problem,1,0.25,0.5,0.25,0.0,0.0,82.0
examination of motion,1,1.0,1.0,0.0,1.0,1.0,50.0
examination of petitions,1,0.75,1.0,0.25,1.0,1.0,70.0
examination of supplementary estimates,1,0.75,0.75,0.0,1.0,1.0,306.0
examination of the Prime Minister's office,1,0.5,0.75,0.25,1.0,0.0,193.0
examination of transcript for procedural accuracy,1,0.75,1.0,0.25,1.0,1.0,89.0
excess profits definition and implications,1,0.25,0.0,0.25,0.0,0.0,181.0
excess profits tax on bank profits,1,0.0,0.0,0.0,0.0,0.0,114.0
excess profits tax on corporate income,1,0.0,0.0,0.0,0.0,0.0,121.0
excess profits tax on food chains,1,0.0,0.5,0.5,0.0,0.0,61.0
exchange between Leader of the Opposition and Minister of Finance,1,0.25,0.75,0.5,1.0,0.0,91.0
exchange controls and capital outflow,1,0.0,0.5,0.5,0.0,0.0,61.0
exchange controls on large investments,1,0.0,0.0,0.0,0.0,0.0,66.0
exchange controls vs interest rates,1,0.0,0.75,0.75,1.0,0.0,64.0
exchange fund accounting,1,0.25,0.5,0.25,0.0,0.0,156.0
exchange fund intervention,1,0.0,0.25,0.25,0.0,0.0,57.0
exchange fund investment powers,1,0.0,0.0,0.0,0.0,0.0,427.0
