topic,category,error
government responsibility to protect the innocent,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Economic & Fiscal Policy"",
""Social Policy"",
""Agriculture & Natural Resources"",
""Economic & Fiscal Policy"",
""Economic & Fiscal Policy"",
""Intergovernmental & Constitutional Affairs"","
funding for immigrant services society,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Economic & Fiscal Policy"",
""Social Policy"",
""Agriculture & Natural Resources"",
""Economic & Fiscal Policy"",
""Economic & Fiscal Policy"",
""Intergovernmental & Constitutional Affairs"","
federal payments to Prince Edward Island,,"ParseError: expected 50 labels, got 49: [
""Social Policy"",
""Economic & Fiscal Policy"",
""Social Policy"",
""Agriculture & Natural Resources"",
""Economic & Fiscal Policy"",
""Economic & Fiscal Policy"",
""Intergovernmental & Constitutional Affairs"","
installation of group boxes for mail delivery,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
ruling on national day of The Philippines,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
question of privilege on House order compliance,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
CBC national news coverage and programming,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
third reading debate procedure,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
abuse of microphones,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
lack of responsibility in debate,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
parliamentary conduct and credibility,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
point of order regarding debate scope,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Minister of Finance statements on economy,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
relief programs for farmers and small businessmen,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
criminal records for marijuana possession,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Telidon system patent and trade mark applications,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
St. Lawrence Seaway traffic recommendations,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Great Lakes shipping capacity and management,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
adding triticale to Crow rate benefits,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
CBC employee details policy,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
government intervention in the economy,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
consultations on working paper,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Victor Brailovsky case human rights,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Atomic Energy Control Board review,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
federal payments in lieu of provincial taxes,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Canadian east-west vs. world oil prices,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
right-wing terrorist squads and security forces,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
El Salvador election negotiations,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
security service leaks allegations,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Canadian fishing vessel boarded by U.S. Coast Guard,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
access to government records,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Speaker's jurisdiction and debate,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
competition bill and intellectual property,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
disclosure of trade union and executive compensation information,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
corporate executive compensation and shareholder rights,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
El Salvador peace resolution,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
order for hopper cars,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
El Salvador peace settlement,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
assisted rental program subsidy increase,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
scheduling of house business,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
cabinet review of situation,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
question of privilege regarding Solicitor General's remarks,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
postal service delays,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
ruling on order of business,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
tax exemption for custom orthopaedic devices,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
sales tax exemption for fishing equipment,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
dynamite for construction projects,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
excise tax on natural gas,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
discriminatory taxation of energy resources,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
tax impact on food,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
extension of gas tax payment period,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
division vote on excise tax,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
division on excise tax motion,,"ParseError: expected 50 labels, got 49: [
""Government Operations & Ethics"",
""Justice, Rights & Immigration"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Parliamentary Affairs"
Indian reserve jurisdictional dispute,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Minister of the Environment's authority,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
CBC job guarantees and production hours,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Correctional Service of Canada mandate,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
RCMP co-operation on drug interdiction,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
trade commissioners and commercial officers,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
CBC employee questioning PC delegate,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
CBC parliamentary liaison officer,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
small community newspapers and advertising,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
petroleum and gas revenue tax and inflation,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
indexation of alcohol and tobacco taxes,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
referral of bill on homosexual rights to committee,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
referral of bill to justice committee,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
funding for Northern Games,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
rent increases and mortgage refinancing,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
discrimination against CNR employees,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Micmac Indians economic situation,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
CBC French network coverage of economic summit,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
income tax system and inflation protection,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
corporate executive compensation disclosure,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
point of order on Diefenbaker and bill requirements,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Statistics Canada forms,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
centralization of government power,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
acid rain and trans-boundary air pollution,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Micmac fishing rights in Restigouche,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
federal government initiatives,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
post office dispute health and safety,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
acid rain and US relations,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
impact of high interest rates on business,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
State Immunity Act execution of judgment,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Canada Elections Act advertising period,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
electoral reform and parliamentary function,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
improper reference to committee business,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
shipping group container service port competition,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Canadian bakery industry flour prices,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
rehire laid-off oil workers,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
establishment of a postal corporation,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
RCMP investigation into departmental leak,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
urea formaldehyde foam insulation health hazards,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
CBC labour dispute,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
House business for next week,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Japanese automobile imports and Canadian employment,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
decentralization of federal government departments,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
early retirement for air traffic controllers,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
order of business at adjournment,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
Foreign Investment Review Agency disclosure and enforcement,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
election campaign length and conduct,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
postal service negotiations,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
temporary assignment pool executive positions,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
farm credit and bank leniency,,"ParseError: expected 50 labels, got 47: [""Indigenous & Northern Affairs"", ""Government Operations & Ethics"", ""Trade & Industry"", ""Government Operations & Ethics"", ""Justice, Rights & Immigration"", ""Trade & Industry"", ""Parliamentary Affairs"", "
disposition of main and supplementary estimates,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
halt RCMP headquarters move pending impact studies,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
CBC strike and Summit conference hosting,,"ParseError: expected 50 labels, got 48: [
""Parliamentary Affairs"",
""Parliamentary Affairs"",
""Government Operations & Ethics"",
""Economic & Fiscal Policy"",
""Government Operations & Ethics"",
""Foreign Affairs & Defence"",
""Social Policy"",
""Trade"
